Axle Type,Shoulder,P(kN),del T (C),k (MPa/m),h (m),l (m),S (kN)
Tandem,with concrete shoulders,240,20,150,0.25,0.7184,1.8837
Tandem,with concrete shoulders,240,20,150,0.3,0.8237,1.4868
Tandem,with concrete shoulders,240,20,150,0.35,0.9247,1.2482
Tandem,with concrete shoulders,240,20,150,0.4,1.0221,1.0939
Tandem,with concrete shoulders,240,20,300,0.15,0.4119,3.8878
Tandem,with concrete shoulders,240,20,300,0.2,0.511,2.5621
Tandem,with concrete shoulders,240,20,300,0.25,0.6041,1.9512
Tandem,with concrete shoulders,240,20,300,0.3,0.6927,1.6214
Tandem,with concrete shoulders,240,20,300,0.35,0.7775,1.4241
Tandem,with concrete shoulders,240,20,300,0.4,0.8594,1.2974
Tandem,with concrete shoulders,300,0,40,0.15,0.6816,5.1827
Tandem,with concrete shoulders,300,0,40,0.2,0.8457,2.849
Tandem,with concrete shoulders,300,0,40,0.25,0.9998,1.7706
Tandem,with concrete shoulders,300,0,40,0.3,1.1463,1.1861
Tandem,with concrete shoulders,300,0,40,0.35,1.2867,0.8348
Tandem,with concrete shoulders,300,0,40,0.4,1.4223,0.6076
Tandem,with concrete shoulders,300,0,80,0.15,0.5731,5.1748
Tandem,with concrete shoulders,300,0,80,0.2,0.7111,2.8399
Tandem,with concrete shoulders,300,0,80,0.25,0.8407,1.7604
Tandem,with concrete shoulders,300,0,80,0.3,0.9639,1.1749
Tandem,with concrete shoulders,300,0,80,0.35,1.082,0.8227
Tandem,with concrete shoulders,300,0,80,0.4,1.196,0.5947
Tandem,with concrete shoulders,300,0,150,0.15,0.4898,4.3798
Tandem,with concrete shoulders,300,0,150,0.2,0.6077,2.3982
Tandem,with concrete shoulders,300,0,150,0.25,0.7184,1.4823
Tandem,with concrete shoulders,300,0,150,0.3,0.8237,0.9856
Tandem,with concrete shoulders,300,0,150,0.35,0.9247,0.6868
Tandem,with concrete shoulders,300,0,150,0.4,1.0221,0.4935
Tandem,with concrete shoulders,300,0,300,0.15,0.4119,3.6369
Tandem,with concrete shoulders,300,0,300,0.2,0.511,1.9783
Tandem,with concrete shoulders,300,0,300,0.25,0.6041,1.2132
Tandem,with concrete shoulders,300,0,300,0.3,0.6927,0.7997
Tandem,with concrete shoulders,300,0,300,0.35,0.7775,0.5519
Tandem,with concrete shoulders,300,0,300,0.4,0.8594,0.3924
Tandem,with concrete shoulders,300,10,40,0.15,0.6816,5.3897
Tandem,with concrete shoulders,300,10,40,0.2,0.8457,3.056
Tandem,with concrete shoulders,300,10,40,0.25,0.9998,1.9776
Tandem,with concrete shoulders,300,10,40,0.3,1.1463,1.3931
Tandem,with concrete shoulders,300,10,40,0.35,1.2867,1.0418
Tandem,with concrete shoulders,300,10,40,0.4,1.4223,0.8146
Tandem,with concrete shoulders,300,10,80,0.15,0.5731,5.3818
Tandem,with concrete shoulders,300,10,80,0.2,0.7111,3.0469
Tandem,with concrete shoulders,300,10,80,0.25,0.8407,1.9674
Tandem,with concrete shoulders,300,10,80,0.3,0.9639,1.3819
Tandem,with concrete shoulders,300,10,80,0.35,1.082,1.0297
Tandem,with concrete shoulders,300,10,80,0.4,1.196,0.8017
Tandem,with concrete shoulders,300,10,150,0.15,0.4898,4.7438
Tandem,with concrete shoulders,300,10,150,0.2,0.6077,2.7622
Tandem,with concrete shoulders,300,10,150,0.25,0.7184,1.8463
Tandem,with concrete shoulders,300,10,150,0.3,0.8237,1.3496
Tandem,with concrete shoulders,300,10,150,0.35,0.9247,1.0508
Tandem,with concrete shoulders,300,10,150,0.4,1.0221,0.8575
Tandem,with concrete shoulders,300,10,300,0.15,0.4119,4.1429
Tandem,with concrete shoulders,300,10,300,0.2,0.511,2.4843
Tandem,with concrete shoulders,300,10,300,0.25,0.6041,1.7192
Tandem,with concrete shoulders,300,10,300,0.3,0.6927,1.3057
Tandem,with concrete shoulders,300,10,300,0.35,0.7775,1.0579
Tandem,with concrete shoulders,300,10,300,0.4,0.8594,0.8984
Tandem,with concrete shoulders,300,15,40,0.15,0.6816,5.4932
Tandem,with concrete shoulders,300,15,40,0.2,0.8457,3.1595
Tandem,with concrete shoulders,300,15,40,0.25,0.9998,2.0811
Tandem,with concrete shoulders,300,15,40,0.3,1.1463,1.4966
Tandem,with concrete shoulders,300,15,40,0.35,1.2867,1.1453
Tandem,with concrete shoulders,300,15,40,0.4,1.4223,0.9181
Tandem,with concrete shoulders,300,15,80,0.15,0.5731,5.4853
Tandem,with concrete shoulders,300,15,80,0.2,0.7111,3.1504
Tandem,with concrete shoulders,300,15,80,0.25,0.8407,2.0709
Tandem,with concrete shoulders,300,15,80,0.3,0.9639,1.4854
Tandem,with concrete shoulders,300,15,80,0.35,1.082,1.1332
Tandem,with concrete shoulders,300,15,80,0.4,1.196,0.9052
Tandem,with concrete shoulders,300,15,150,0.15,0.4898,4.9258
Tandem,with concrete shoulders,300,15,150,0.2,0.6077,2.9442
Tandem,with concrete shoulders,300,15,150,0.25,0.7184,2.0283
Tandem,with concrete shoulders,300,15,150,0.3,0.8237,1.5316
Tandem,with concrete shoulders,300,15,150,0.35,0.9247,1.2328
Tandem,with concrete shoulders,300,15,150,0.4,1.0221,1.0395
Tandem,with concrete shoulders,300,15,300,0.15,0.4119,4.3959
Tandem,with concrete shoulders,300,15,300,0.2,0.511,2.7373
Tandem,with concrete shoulders,300,15,300,0.25,0.6041,1.9722
Tandem,with concrete shoulders,300,15,300,0.3,0.6927,1.5587
Tandem,with concrete shoulders,300,15,300,0.35,0.7775,1.3109
Tandem,with concrete shoulders,300,15,300,0.4,0.8594,1.1514
Tandem,with concrete shoulders,300,20,40,0.15,0.6816,5.5967
Tandem,with concrete shoulders,300,20,40,0.2,0.8457,3.263
Tandem,with concrete shoulders,300,20,40,0.25,0.9998,2.1846
Tandem,with concrete shoulders,300,20,40,0.3,1.1463,1.6001
Tandem,with concrete shoulders,300,20,40,0.35,1.2867,1.2488
Tandem,with concrete shoulders,300,20,40,0.4,1.4223,1.0216
Tandem,with concrete shoulders,300,20,80,0.15,0.5731,5.5888
Tandem,with concrete shoulders,300,20,80,0.2,0.7111,3.2539
Tandem,with concrete shoulders,300,20,80,0.25,0.8407,2.1744
Tandem,with concrete shoulders,300,20,80,0.3,0.9639,1.5889
Tandem,with concrete shoulders,300,20,80,0.35,1.082,1.2367
Tandem,with concrete shoulders,300,20,80,0.4,1.196,1.0087
Tandem,with concrete shoulders,300,20,150,0.15,0.4898,5.1078
Tandem,with concrete shoulders,300,20,150,0.2,0.6077,3.1262
Tandem,with concrete shoulders,300,20,150,0.25,0.7184,2.2103
Tandem,with concrete shoulders,300,20,150,0.3,0.8237,1.7136
Tandem,with concrete shoulders,300,20,150,0.35,0.9247,1.4148
Tandem,with concrete shoulders,300,20,150,0.4,1.0221,1.2215
Tandem,with concrete shoulders,300,20,300,0.15,0.4119,4.6489
Tandem,with concrete shoulders,300,20,300,0.2,0.511,2.9903
Tandem,with concrete shoulders,300,20,300,0.25,0.6041,2.2252
Tandem,with concrete shoulders,300,20,300,0.3,0.6927,1.8117
Tandem,with concrete shoulders,300,20,300,0.35,0.7775,1.5639
Tandem,with concrete shoulders,300,20,300,0.4,0.8594,1.4044
Tandem,with concrete shoulders,320,0,40,0.15,0.6816,5.5389
Tandem,with concrete shoulders,320,0,40,0.2,0.8457,3.0494
Tandem,with concrete shoulders,320,0,40,0.25,0.9998,1.8989
Tandem,with concrete shoulders,320,0,40,0.3,1.1463,1.2752
Tandem,with concrete shoulders,320,0,40,0.35,1.2867,0.9002
Tandem,with concrete shoulders,320,0,40,0.4,1.4223,0.6577
Tandem,with concrete shoulders,320,0,80,0.15,0.5731,5.531
Tandem,with concrete shoulders,320,0,80,0.2,0.7111,3.0403
Tandem,with concrete shoulders,320,0,80,0.25,0.8407,1.8886
Tandem,with concrete shoulders,320,0,80,0.3,0.9639,1.264
Tandem,with concrete shoulders,320,0,80,0.35,1.082,0.8881
Tandem,with concrete shoulders,320,0,80,0.4,1.196,0.6448
Tandem,with concrete shoulders,320,0,150,0.15,0.4898,4.6821
Tandem,with concrete shoulders,320,0,150,0.2,0.6077,2.5683
Tandem,with concrete shoulders,320,0,150,0.25,0.7184,1.5911
Tandem,with concrete shoulders,320,0,150,0.3,0.8237,1.0612
Tandem,with concrete shoulders,320,0,150,0.35,0.9247,0.7423
Tandem,with concrete shoulders,320,0,150,0.4,1.0221,0.536
Tandem,with concrete shoulders,320,0,300,0.15,0.4119,3.8906
Tandem,with concrete shoulders,320,0,300,0.2,0.511,2.121
Tandem,with concrete shoulders,320,0,300,0.25,0.6041,1.3046
Tandem,with concrete shoulders,320,0,300,0.3,0.6927,0.8631
Tandem,with concrete shoulders,320,0,300,0.35,0.7775,0.5985
Tandem,with concrete shoulders,320,0,300,0.4,0.8594,0.4281
Tandem,with concrete shoulders,320,10,40,0.15,0.6816,5.7459
Tandem,with concrete shoulders,320,10,40,0.2,0.8457,3.2564
Tandem,with concrete shoulders,320,10,40,0.25,0.9998,2.1059
Tandem,with concrete shoulders,320,10,40,0.3,1.1463,1.4822
Tandem,with concrete shoulders,320,10,40,0.35,1.2867,1.1072
Tandem,with concrete shoulders,320,10,40,0.4,1.4223,0.8647
Tandem,with concrete shoulders,320,10,80,0.15,0.5731,5.738
Tandem,with concrete shoulders,320,10,80,0.2,0.7111,3.2473
Tandem,with concrete shoulders,320,10,80,0.25,0.8407,2.0956
Tandem,with concrete shoulders,320,10,80,0.3,0.9639,1.471
Tandem,with concrete shoulders,320,10,80,0.35,1.082,1.0951
Tandem,with concrete shoulders,320,10,80,0.4,1.196,0.8518
Tandem,with concrete shoulders,320,10,150,0.15,0.4898,5.0461
Tandem,with concrete shoulders,320,10,150,0.2,0.6077,2.9323
Tandem,with concrete shoulders,320,10,150,0.25,0.7184,1.9551
Tandem,with concrete shoulders,320,10,150,0.3,0.8237,1.4252
Tandem,with concrete shoulders,320,10,150,0.35,0.9247,1.1063
Tandem,with concrete shoulders,320,10,150,0.4,1.0221,0.9
Tandem,with concrete shoulders,320,10,300,0.15,0.4119,4.3966
Tandem,with concrete shoulders,320,10,300,0.2,0.511,2.627
Tandem,with concrete shoulders,320,10,300,0.25,0.6041,1.8106
Tandem,with concrete shoulders,320,10,300,0.3,0.6927,1.3691
Tandem,with concrete shoulders,320,10,300,0.35,0.7775,1.1045
Tandem,with concrete shoulders,320,10,300,0.4,0.8594,0.9341
Tandem,with concrete shoulders,320,15,40,0.15,0.6816,5.8494
Tandem,with concrete shoulders,320,15,40,0.2,0.8457,3.3599
Tandem,with concrete shoulders,320,15,40,0.25,0.9998,2.2094
Tandem,with concrete shoulders,320,15,40,0.3,1.1463,1.5857
Tandem,with concrete shoulders,320,15,40,0.35,1.2867,1.2107
Tandem,with concrete shoulders,320,15,40,0.4,1.4223,0.9682
Tandem,with concrete shoulders,320,15,80,0.15,0.5731,5.8415
Tandem,with concrete shoulders,320,15,80,0.2,0.7111,3.3508
Tandem,with concrete shoulders,320,15,80,0.25,0.8407,2.1991
Tandem,with concrete shoulders,320,15,80,0.3,0.9639,1.5745
Tandem,with concrete shoulders,320,15,80,0.35,1.082,1.1986
Tandem,with concrete shoulders,320,15,80,0.4,1.196,0.9553
Tandem,with concrete shoulders,320,15,150,0.15,0.4898,5.2281
Tandem,with concrete shoulders,320,15,150,0.2,0.6077,3.1143
Tandem,with concrete shoulders,320,15,150,0.25,0.7184,2.1371
Tandem,with concrete shoulders,320,15,150,0.3,0.8237,1.6072
Tandem,with concrete shoulders,320,15,150,0.35,0.9247,1.2883
Tandem,with concrete shoulders,320,15,150,0.4,1.0221,1.082
Tandem,with concrete shoulders,320,15,300,0.15,0.4119,4.6496
Tandem,with concrete shoulders,320,15,300,0.2,0.511,2.88
Tandem,with concrete shoulders,320,15,300,0.25,0.6041,2.0636
Tandem,with concrete shoulders,320,15,300,0.3,0.6927,1.6221
Tandem,with concrete shoulders,320,15,300,0.35,0.7775,1.3575
Tandem,with concrete shoulders,320,15,300,0.4,0.8594,1.1871
Tandem,with concrete shoulders,320,20,40,0.15,0.6816,5.9529
Tandem,with concrete shoulders,320,20,40,0.2,0.8457,3.4634
Tandem,with concrete shoulders,320,20,40,0.25,0.9998,2.3129
Tandem,with concrete shoulders,320,20,40,0.3,1.1463,1.6892
Tandem,with concrete shoulders,320,20,40,0.35,1.2867,1.3142
Tandem,with concrete shoulders,320,20,40,0.4,1.4223,1.0717
Tandem,with concrete shoulders,320,20,80,0.15,0.5731,5.945
Tandem,with concrete shoulders,320,20,80,0.2,0.7111,3.4543
Tandem,with concrete shoulders,320,20,80,0.25,0.8407,2.3026
Tandem,with concrete shoulders,320,20,80,0.3,0.9639,1.678
Tandem,with concrete shoulders,320,20,80,0.35,1.082,1.3021
Tandem,with concrete shoulders,320,20,80,0.4,1.196,1.0588
Tandem,with concrete shoulders,320,20,150,0.15,0.4898,5.4101
Tandem,with concrete shoulders,320,20,150,0.2,0.6077,3.2963
Tandem,with concrete shoulders,320,20,150,0.25,0.7184,2.3191
Tandem,with concrete shoulders,320,20,150,0.3,0.8237,1.7892
Tandem,with concrete shoulders,320,20,150,0.35,0.9247,1.4703
Tandem,with concrete shoulders,320,20,150,0.4,1.0221,1.264
Tandem,with concrete shoulders,320,20,300,0.15,0.4119,4.9026
Tandem,with concrete shoulders,320,20,300,0.2,0.511,3.133
Tandem,with concrete shoulders,320,20,300,0.25,0.6041,2.3166
Tandem,with concrete shoulders,320,20,300,0.3,0.6927,1.8751
Tandem,with concrete shoulders,320,20,300,0.35,0.7775,1.6105
Tandem,with concrete shoulders,320,20,300,0.4,0.8594,1.4401
Tandem,without concrete shoulders,160,0,40,0.15,0.6816,3.5682
Tandem,without concrete shoulders,160,0,40,0.2,0.8457,1.9566
Tandem,without concrete shoulders,160,0,40,0.25,0.9998,1.2157
Tandem,without concrete shoulders,160,0,40,0.3,1.1463,0.8172
Tandem,without concrete shoulders,160,0,40,0.35,1.2867,0.58
Tandem,without concrete shoulders,160,0,40,0.4,1.4223,0.4285
Tandem,without concrete shoulders,160,0,80,0.15,0.5731,3.545
Tandem,without concrete shoulders,160,0,80,0.2,0.7111,1.9297
Tandem,without concrete shoulders,160,0,80,0.25,0.8407,1.1857
Tandem,without concrete shoulders,160,0,80,0.3,0.9639,0.7843
Tandem,without concrete shoulders,160,0,80,0.35,1.082,0.5445
Tandem,without concrete shoulders,160,0,80,0.4,1.196,0.3906
Tandem,without concrete shoulders,160,0,150,0.15,0.4898,2.9804
Tandem,without concrete shoulders,160,0,150,0.2,0.6077,1.6071
Tandem,without concrete shoulders,160,0,150,0.25,0.7184,0.9771
Tandem,without concrete shoulders,160,0,150,0.3,0.8237,0.6391
Tandem,without concrete shoulders,160,0,150,0.35,0.9247,0.4387
Tandem,without concrete shoulders,160,0,150,0.4,1.0221,0.3114
Tandem,without concrete shoulders,160,0,300,0.15,0.4119,2.4629
Tandem,without concrete shoulders,160,0,300,0.2,0.511,1.3162
Tandem,without concrete shoulders,160,0,300,0.25,0.6041,0.7923
Tandem,without concrete shoulders,160,0,300,0.3,0.6927,0.5128
Tandem,without concrete shoulders,160,0,300,0.35,0.7775,0.3484
Tandem,without concrete shoulders,160,0,300,0.4,0.8594,0.245
Tandem,without concrete shoulders,160,10,40,0.15,0.6816,3.7972
Tandem,without concrete shoulders,160,10,40,0.2,0.8457,2.1856
Tandem,without concrete shoulders,160,10,40,0.25,0.9998,1.4447
Tandem,without concrete shoulders,160,10,40,0.3,1.1463,1.0462
Tandem,without concrete shoulders,160,10,40,0.35,1.2867,0.809
Tandem,without concrete shoulders,160,10,40,0.4,1.4223,0.6575
Tandem,without concrete shoulders,160,10,80,0.15,0.5731,3.774
Tandem,without concrete shoulders,160,10,80,0.2,0.7111,2.1587
Tandem,without concrete shoulders,160,10,80,0.25,0.8407,1.4147
Tandem,without concrete shoulders,160,10,80,0.3,0.9639,1.0133
Tandem,without concrete shoulders,160,10,80,0.35,1.082,0.7735
Tandem,without concrete shoulders,160,10,80,0.4,1.196,0.6196
Tandem,without concrete shoulders,160,10,150,0.15,0.4898,3.3844
Tandem,without concrete shoulders,160,10,150,0.2,0.6077,2.0111
Tandem,without concrete shoulders,160,10,150,0.25,0.7184,1.3811
Tandem,without concrete shoulders,160,10,150,0.3,0.8237,1.0431
Tandem,without concrete shoulders,160,10,150,0.35,0.9247,0.8427
Tandem,without concrete shoulders,160,10,150,0.4,1.0221,0.7154
Tandem,without concrete shoulders,160,10,300,0.15,0.4119,3.0059
Tandem,without concrete shoulders,160,10,300,0.2,0.511,1.8592
Tandem,without concrete shoulders,160,10,300,0.25,0.6041,1.3353
Tandem,without concrete shoulders,160,10,300,0.3,0.6927,1.0558
Tandem,without concrete shoulders,160,10,300,0.35,0.7775,0.8914
Tandem,without concrete shoulders,160,10,300,0.4,0.8594,0.788
Tandem,without concrete shoulders,160,15,40,0.15,0.6816,3.9117
Tandem,without concrete shoulders,160,15,40,0.2,0.8457,2.3001
Tandem,without concrete shoulders,160,15,40,0.25,0.9998,1.5592
Tandem,without concrete shoulders,160,15,40,0.3,1.1463,1.1607
Tandem,without concrete shoulders,160,15,40,0.35,1.2867,0.9235
Tandem,without concrete shoulders,160,15,40,0.4,1.4223,0.772
Tandem,without concrete shoulders,160,15,80,0.15,0.5731,3.8885
Tandem,without concrete shoulders,160,15,80,0.2,0.7111,2.2732
Tandem,without concrete shoulders,160,15,80,0.25,0.8407,1.5292
Tandem,without concrete shoulders,160,15,80,0.3,0.9639,1.1278
Tandem,without concrete shoulders,160,15,80,0.35,1.082,0.888
Tandem,without concrete shoulders,160,15,80,0.4,1.196,0.7341
Tandem,without concrete shoulders,160,15,150,0.15,0.4898,3.5864
Tandem,without concrete shoulders,160,15,150,0.2,0.6077,2.2131
Tandem,without concrete shoulders,160,15,150,0.25,0.7184,1.5831
Tandem,without concrete shoulders,160,15,150,0.3,0.8237,1.2451
Tandem,without concrete shoulders,160,15,150,0.35,0.9247,1.0447
Tandem,without concrete shoulders,160,15,150,0.4,1.0221,0.9174
Tandem,without concrete shoulders,160,15,300,0.15,0.4119,3.2774
Tandem,without concrete shoulders,160,15,300,0.2,0.511,2.1307
Tandem,without concrete shoulders,160,15,300,0.25,0.6041,1.6068
Tandem,without concrete shoulders,160,15,300,0.3,0.6927,1.3273
Tandem,without concrete shoulders,160,15,300,0.35,0.7775,1.1629
Tandem,without concrete shoulders,160,15,300,0.4,0.8594,1.0595
Tandem,without concrete shoulders,160,20,40,0.15,0.6816,4.0262
Tandem,without concrete shoulders,160,20,40,0.2,0.8457,2.4146
Tandem,without concrete shoulders,160,20,40,0.25,0.9998,1.6737
Tandem,without concrete shoulders,160,20,40,0.3,1.1463,1.2752
Tandem,without concrete shoulders,160,20,40,0.35,1.2867,1.038
Tandem,without concrete shoulders,160,20,40,0.4,1.4223,0.8865
Tandem,without concrete shoulders,160,20,80,0.15,0.5731,4.003
Tandem,without concrete shoulders,160,20,80,0.2,0.7111,2.3877
Tandem,without concrete shoulders,160,20,80,0.25,0.8407,1.6437
Tandem,without concrete shoulders,160,20,80,0.3,0.9639,1.2423
Tandem,without concrete shoulders,160,20,80,0.35,1.082,1.0025
Tandem,without concrete shoulders,160,20,80,0.4,1.196,0.8486
Tandem,without concrete shoulders,160,20,150,0.15,0.4898,3.7884
Tandem,without concrete shoulders,160,20,150,0.2,0.6077,2.4151
Tandem,without concrete shoulders,160,20,150,0.25,0.7184,1.7851
Tandem,without concrete shoulders,160,20,150,0.3,0.8237,1.4471
Tandem,without concrete shoulders,160,20,150,0.35,0.9247,1.2467
Tandem,without concrete shoulders,160,20,150,0.4,1.0221,1.1194
Tandem,without concrete shoulders,160,20,300,0.15,0.4119,3.5489
Tandem,without concrete shoulders,160,20,300,0.2,0.511,2.4022
Tandem,without concrete shoulders,160,20,300,0.25,0.6041,1.8783
Tandem,without concrete shoulders,160,20,300,0.3,0.6927,1.5988
Tandem,without concrete shoulders,160,20,300,0.35,0.7775,1.4344
Tandem,without concrete shoulders,160,20,300,0.4,0.8594,1.331
Tandem,without concrete shoulders,200,0,40,0.15,0.6816,4.4962
Tandem,without concrete shoulders,200,0,40,0.2,0.8457,2.4785
Tandem,without concrete shoulders,200,0,40,0.25,0.9998,1.5498
Tandem,without concrete shoulders,200,0,40,0.3,1.1463,1.0492
Tandem,without concrete shoulders,200,0,40,0.35,1.2867,0.7504
Tandem,without concrete shoulders,200,0,40,0.4,1.4223,0.559
Tandem,without concrete shoulders,200,0,80,0.15,0.5731,4.473
Tandem,without concrete shoulders,200,0,80,0.2,0.7111,2.4517
Tandem,without concrete shoulders,200,0,80,0.25,0.8407,1.5198
Tandem,without concrete shoulders,200,0,80,0.3,0.9639,1.0163
Tandem,without concrete shoulders,200,0,80,0.35,1.082,0.7149
Tandem,without concrete shoulders,200,0,80,0.4,1.196,0.5211
Tandem,without concrete shoulders,200,0,150,0.15,0.4898,3.7729
Tandem,without concrete shoulders,200,0,150,0.2,0.6077,2.0529
Tandem,without concrete shoulders,200,0,150,0.25,0.7184,1.2624
Tandem,without concrete shoulders,200,0,150,0.3,0.8237,0.8372
Tandem,without concrete shoulders,200,0,150,0.35,0.9247,0.5842
Tandem,without concrete shoulders,200,0,150,0.4,1.0221,0.4228
Tandem,without concrete shoulders,200,0,300,0.15,0.4119,3.1275
Tandem,without concrete shoulders,200,0,300,0.2,0.511,1.69
Tandem,without concrete shoulders,200,0,300,0.25,0.6041,1.0315
Tandem,without concrete shoulders,200,0,300,0.3,0.6927,0.6789
Tandem,without concrete shoulders,200,0,300,0.35,0.7775,0.4704
Tandem,without concrete shoulders,200,0,300,0.4,0.8594,0.3385
Tandem,without concrete shoulders,200,10,40,0.15,0.6816,4.7252
Tandem,without concrete shoulders,200,10,40,0.2,0.8457,2.7075
Tandem,without concrete shoulders,200,10,40,0.25,0.9998,1.7788
Tandem,without concrete shoulders,200,10,40,0.3,1.1463,1.2782
Tandem,without concrete shoulders,200,10,40,0.35,1.2867,0.9794
Tandem,without concrete shoulders,200,10,40,0.4,1.4223,0.788
Tandem,without concrete shoulders,200,10,80,0.15,0.5731,4.702
Tandem,without concrete shoulders,200,10,80,0.2,0.7111,2.6807
Tandem,without concrete shoulders,200,10,80,0.25,0.8407,1.7488
Tandem,without concrete shoulders,200,10,80,0.3,0.9639,1.2453
Tandem,without concrete shoulders,200,10,80,0.35,1.082,0.9439
Tandem,without concrete shoulders,200,10,80,0.4,1.196,0.7501
Tandem,without concrete shoulders,200,10,150,0.15,0.4898,4.1769
Tandem,without concrete shoulders,200,10,150,0.2,0.6077,2.4569
Tandem,without concrete shoulders,200,10,150,0.25,0.7184,1.6664
Tandem,without concrete shoulders,200,10,150,0.3,0.8237,1.2412
Tandem,without concrete shoulders,200,10,150,0.35,0.9247,0.9882
Tandem,without concrete shoulders,200,10,150,0.4,1.0221,0.8268
Tandem,without concrete shoulders,200,10,300,0.15,0.4119,3.6705
Tandem,without concrete shoulders,200,10,300,0.2,0.511,2.233
Tandem,without concrete shoulders,200,10,300,0.25,0.6041,1.5745
Tandem,without concrete shoulders,200,10,300,0.3,0.6927,1.2219
Tandem,without concrete shoulders,200,10,300,0.35,0.7775,1.0134
Tandem,without concrete shoulders,200,10,300,0.4,0.8594,0.8815
Tandem,without concrete shoulders,200,15,40,0.15,0.6816,4.8397
Tandem,without concrete shoulders,200,15,40,0.2,0.8457,2.822
Tandem,without concrete shoulders,200,15,40,0.25,0.9998,1.8933
Tandem,without concrete shoulders,200,15,40,0.3,1.1463,1.3927
Tandem,without concrete shoulders,200,15,40,0.35,1.2867,1.0939
Tandem,without concrete shoulders,200,15,40,0.4,1.4223,0.9025
Tandem,without concrete shoulders,200,15,80,0.15,0.5731,4.8165
Tandem,without concrete shoulders,200,15,80,0.2,0.7111,2.7952
Tandem,without concrete shoulders,200,15,80,0.25,0.8407,1.8633
Tandem,without concrete shoulders,200,15,80,0.3,0.9639,1.3598
Tandem,without concrete shoulders,200,15,80,0.35,1.082,1.0584
Tandem,without concrete shoulders,200,15,80,0.4,1.196,0.8646
Tandem,without concrete shoulders,200,15,150,0.15,0.4898,4.3789
Tandem,without concrete shoulders,200,15,150,0.2,0.6077,2.6589
Tandem,without concrete shoulders,200,15,150,0.25,0.7184,1.8684
Tandem,without concrete shoulders,200,15,150,0.3,0.8237,1.4432
Tandem,without concrete shoulders,200,15,150,0.35,0.9247,1.1902
Tandem,without concrete shoulders,200,15,150,0.4,1.0221,1.0288
Tandem,without concrete shoulders,200,15,300,0.15,0.4119,3.942
Tandem,without concrete shoulders,200,15,300,0.2,0.511,2.5045
Tandem,without concrete shoulders,200,15,300,0.25,0.6041,1.846
Tandem,without concrete shoulders,200,15,300,0.3,0.6927,1.4934
Tandem,without concrete shoulders,200,15,300,0.35,0.7775,1.2849
Tandem,without concrete shoulders,200,15,300,0.4,0.8594,1.153
Tandem,without concrete shoulders,200,20,40,0.15,0.6816,4.9542
Tandem,without concrete shoulders,200,20,40,0.2,0.8457,2.9365
Tandem,without concrete shoulders,200,20,40,0.25,0.9998,2.0078
Tandem,without concrete shoulders,200,20,40,0.3,1.1463,1.5072
Tandem,without concrete shoulders,200,20,40,0.35,1.2867,1.2084
Tandem,without concrete shoulders,200,20,40,0.4,1.4223,1.017
Tandem,without concrete shoulders,200,20,80,0.15,0.5731,4.931
Tandem,without concrete shoulders,200,20,80,0.2,0.7111,2.9097
Tandem,without concrete shoulders,200,20,80,0.25,0.8407,1.9778
Tandem,without concrete shoulders,200,20,80,0.3,0.9639,1.4743
Tandem,without concrete shoulders,200,20,80,0.35,1.082,1.1729
Tandem,without concrete shoulders,200,20,80,0.4,1.196,0.9791
Tandem,without concrete shoulders,200,20,150,0.15,0.4898,4.5809
Tandem,without concrete shoulders,200,20,150,0.2,0.6077,2.8609
Tandem,without concrete shoulders,200,20,150,0.25,0.7184,2.0704
Tandem,without concrete shoulders,200,20,150,0.3,0.8237,1.6452
Tandem,without concrete shoulders,200,20,150,0.35,0.9247,1.3922
Tandem,without concrete shoulders,200,20,150,0.4,1.0221,1.2308
Tandem,without concrete shoulders,200,20,300,0.15,0.4119,4.2135
Tandem,without concrete shoulders,200,20,300,0.2,0.511,2.776
Tandem,without concrete shoulders,200,20,300,0.25,0.6041,2.1175
Tandem,without concrete shoulders,200,20,300,0.3,0.6927,1.7649
Tandem,without concrete shoulders,200,20,300,0.35,0.7775,1.5564
Tandem,without concrete shoulders,200,20,300,0.4,0.8594,1.4245
Tandem,without concrete shoulders,240,0,40,0.15,0.6816,5.4242
Tandem,without concrete shoulders,240,0,40,0.2,0.8457,3.0005
Tandem,without concrete shoulders,240,0,40,0.25,0.9998,1.8838
Tandem,without concrete shoulders,240,0,40,0.3,1.1463,1.2812
Tandem,without concrete shoulders,240,0,40,0.35,1.2867,0.9209
Tandem,without concrete shoulders,240,0,40,0.4,1.4223,0.6895
Tandem,without concrete shoulders,240,0,80,0.15,0.5731,5.4009
Tandem,without concrete shoulders,240,0,80,0.2,0.7111,2.9737
Tandem,without concrete shoulders,240,0,80,0.25,0.8407,1.8538
Tandem,without concrete shoulders,240,0,80,0.3,0.9639,1.2483
Tandem,without concrete shoulders,240,0,80,0.35,1.082,0.8854
Tandem,without concrete shoulders,240,0,80,0.4,1.196,0.6516
Tandem,without concrete shoulders,240,0,150,0.15,0.4898,4.5653
Tandem,without concrete shoulders,240,0,150,0.2,0.6077,2.4986
Tandem,without concrete shoulders,240,0,150,0.25,0.7184,1.5476
Tandem,without concrete shoulders,240,0,150,0.3,0.8237,1.0353
Tandem,without concrete shoulders,240,0,150,0.35,0.9247,0.7298
Tandem,without concrete shoulders,240,0,150,0.4,1.0221,0.5343
Tandem,without concrete shoulders,240,0,300,0.15,0.4119,3.792
